마차, 80, 141
하라, 56, 157
나차, 77, 168
다자, 45, 146
사마, 41, 162
바라, 54, 188
차차, 63, 146
가카, 94, 167
하라, 90, 170
라아, 96, 198
카아, 57, 175
마카, 63, 147
사타, 89, 140
카자, 93, 179
하카, 55, 180
하바, 96, 157
사하, 81, 159
카차, 49, 151
타타, 59, 174
마파, 51, 163
가차, 42, 154
라사, 52, 146
하가, 86, 182
타파, 54, 199
다마, 67, 178
가하, 89, 158
마타, 60, 147
바라, 74, 146
파라, 98, 197
차나, 46, 156
바가, 44, 187
차사, 46, 150
나나, 81, 178
차아, 84, 149
차사, 94, 165
나마, 64, 166
다차, 64, 143
차라, 71, 178
타사, 57, 181
아파, 54, 168
바바, 65, 157
사파, 41, 195
다타, 75, 141
나자, 89, 181
다가, 53, 163
가하, 86, 151
다라, 83, 182
바하, 73, 192
자타, 57, 146
사라, 54, 188
자하, 91, 157
마바, 73, 146
가타, 80, 154
가카, 61, 158
라카, 66, 197
사자, 82, 173
마카, 57, 154
파바, 56, 191
파파, 95, 141
카타, 48, 140
파차, 93, 177
다차, 87, 166
차하, 45, 196
나타, 78, 188
사하, 55, 188
타사, 61, 163
파사, 82, 189
타바, 46, 199
라바, 46, 182
마아, 68, 191
자사, 82, 164
마자, 77, 194
파나, 55, 169
타아, 43, 176
바바, 85, 180
카라, 90, 185
타파, 40, 146
마라, 74, 194
나다, 44, 175
자자, 44, 147
가사, 92, 193
차다, 40, 160
파자, 43, 155
아파, 61, 190
다차, 43, 164
아라, 92, 193
타바, 84, 144
타다, 81, 198
라마, 68, 165
하파, 60, 143
사아, 97, 159
라파, 72, 169
파다, 98, 185
마타, 53, 154
자자, 72, 172
사하, 95, 174
아다, 43, 183
타카, 82, 198
라파, 95, 198
파카, 80, 142
바하, 57, 141
가가, 94, 172
다아, 99, 170
사아, 82, 171
가가, 48, 143
하라, 91, 174
파카, 86, 156
자아, 97, 167
파다, 86, 195
마타, 61, 189
가바, 52, 191
하파, 58, 195
다사, 89, 175
나다, 77, 145
타파, 51, 152
파파, 96, 148
가바, 89, 193
라아, 84, 147
차타, 77, 142
마라, 64, 172
마다, 61, 199
사가, 52, 172
차자, 91, 141
다라, 42, 165
하아, 94, 188
파마, 60, 150
파자, 49, 175
타아, 76, 152
카파, 65, 160
카가, 87, 164
타나, 48, 198
바아, 49, 170
나하, 85, 188
마가, 64, 184
사라, 98, 199
자다, 84, 182
바차, 43, 185
가라, 66, 168
하타, 73, 163
다아, 42, 161
바다, 78, 195
카마, 54, 181
나라, 72, 155
마가, 45, 179
자아, 67, 165
마자, 51, 172
하아, 82, 179
바다, 65, 170
다사, 91, 153
파다, 79, 173
파마, 88, 172
나아, 77, 153
자아, 68, 166
사바, 58, 182
다나, 52, 176
차아, 81, 177
다마, 78, 153
사라, 94, 183
나사, 78, 171
라나, 70, 180
파사, 66, 141
라라, 57, 174
타파, 44, 144
바나, 85, 176
자나, 43, 171
파바, 65, 140
파차, 78, 150
나라, 44, 181
사하, 84, 150
라나, 51, 197
가라, 98, 194
차자, 48, 189
아자, 73, 168
하사, 61, 164
가타, 65, 142
파사, 89, 194
다하, 47, 157
자카, 61, 195
아자, 49, 189
하라, 48, 148
파자, 43, 191
마마, 75, 156
차다, 77, 144
카라, 87, 161
카다, 59, 166
바가, 96, 150
카타, 49, 171
아카, 85, 183
차가, 78, 176
사하, 50, 184
차마, 84, 187
타다, 86, 167
카가, 82, 149
하차, 76, 159
다나, 64, 157
마파, 84, 164
가사, 91, 190
하마, 45, 150
나마, 59, 157
아하, 80, 166
라파, 88, 140
라가, 53, 163
바하, 79, 173
카가, 70, 188
다마, 45, 197
차차, 56, 179
타사, 95, 178
마아, 53, 196
하타, 74, 194
다바, 57, 198
사타, 81, 168
카가, 87, 167
하차, 80, 172
가자, 43, 168
나가, 77, 173
라바, 68, 184
차마, 80, 181
차나, 70, 141
사마, 56, 195
자타, 50, 154
사타, 69, 148
다다, 87, 159
사타, 63, 189
차다, 50, 151
차바, 85, 194
마자, 67, 183
하파, 96, 188
하나, 55, 176
마카, 50, 175
사타, 44, 169
바차, 43, 194
가하, 64, 164
파바, 67, 184
아가, 77, 176
사마, 99, 176
하아, 56, 190
파하, 41, 171
다나, 42, 192
라라, 91, 156
나사, 80, 142
나라, 81, 155
바타, 97, 165
마다, 64, 156
마하, 42, 165
파나, 50, 165
나차, 79, 164
아다, 96, 196
라다, 82, 181
자마, 44, 194
파카, 86, 156
사바, 42, 166
카아, 46, 188
하자, 57, 167
타카, 66, 174
자마, 51, 183
아카, 58, 144
차카, 87, 170
하바, 47, 160
바다, 84, 156
파자, 46, 196
카아, 59, 161
카카, 99, 158
카파, 63, 147
가파, 52, 183
자카, 71, 151
다파, 69, 187
차차, 43, 183
나라, 59, 191
아타, 94, 167
사자, 57, 156
마사, 92, 168
하자, 40, 161
카나, 97, 148
차카, 56, 159
자하, 44, 165
아아, 47, 171
타라, 85, 161
자바, 54, 191
마파, 90, 179
가라, 48, 182
아마, 79, 177
카카, 63, 194
바다, 51, 167
다마, 59, 154
가타, 76, 193
타아, 70, 149
자아, 98, 161
파자, 63, 177
마나, 60, 188
타가, 98, 164
바가, 72, 179
마아, 94, 185
나가, 69, 195
자바, 61, 195
다파, 53, 145
자마, 81, 156
가가, 77, 170
차파, 72, 178
나다, 97, 163
차차, 90, 183
타자, 50, 181
타다, 76, 165
라마, 42, 160
마파, 44, 195
가타, 53, 141
차아, 92, 171
라가, 62, 169
라바, 61, 193
마다, 45, 181
다마, 41, 196
자라, 50, 170
하마, 97, 165
나다, 41, 180
하아, 97, 175
카타, 94, 147
타하, 77, 140
다하, 95, 190
파차, 86, 165
아사, 44, 173
자아, 92, 191
나하, 85, 168
다차, 70, 193
가아, 68, 197
카차, 96, 153
다바, 49, 151
카차, 80, 160
자나, 64, 197
사사, 57, 184
다라, 83, 143
사차, 54, 178
마차, 69, 147
나아, 74, 161
마라, 44, 192
자마, 87, 172
사나, 75, 190
바다, 41, 142
하라, 86, 193
자라, 55, 184
라카, 74, 155
라나, 68, 152
카나, 95, 183
바아, 60, 198
사사, 65, 166
다마, 59, 187
가다, 96, 194
파다, 97, 189
자파, 73, 145
타가, 88, 189
파마, 45, 163
다라, 69, 178
파나, 97, 195
타가, 73, 152
카카, 89, 198
하차, 89, 174
사다, 43, 181
차다, 97, 188
사사, 58, 146
아나, 57, 189
다마, 66, 179
다하, 69, 143
마마, 95, 182
하파, 51, 151
차파, 96, 192
하가, 52, 183
하나, 67, 188
바차, 81, 191
자사, 84, 177
아사, 53, 175
차아, 42, 189
다가, 70, 151
파아, 41, 166
카사, 48, 186
아타, 96, 153
나다, 47, 167
아나, 62, 183
나바, 84, 198
하아, 42, 191
자차, 74, 146
차나, 78, 196
카라, 77, 175
자차, 73, 166
나자, 85, 159
가라, 55, 195
카타, 65, 187
파바, 55, 148
아하, 88, 182
마아, 94, 182
카나, 53, 177
나하, 82, 189
차마, 87, 163
하다, 78, 158
다사, 95, 148
카사, 54, 164
타사, 96, 147
바차, 72, 170
아자, 75, 154
바파, 60, 155
라차, 69, 172
하마, 53, 183
차아, 86, 146
하라, 84, 184
차타, 48, 164
다아, 52, 167
카나, 92, 149
마카, 46, 169
가다, 48, 155
차자, 81, 154
자나, 73, 195
타바, 40, 174
타마, 75, 156
나타, 94, 159
차카, 42, 183
카하, 90, 148
차아, 94, 165
사가, 65, 187
하아, 90, 176
파나, 66, 165
바타, 61, 165
다아, 76, 193
차파, 53, 152
타아, 77, 167
카아, 45, 179
마카, 54, 191
파가, 85, 147
가파, 72, 141
자마, 81, 147
라사, 47, 195
라바, 77, 196
나카, 47, 161
파아, 69, 153
카가, 69, 195
마카, 69, 193
가타, 72, 190
카아, 48, 172
바마, 73, 190
자바, 77, 166
사라, 93, 177
차자, 77, 190
바라, 99, 193
자사, 82, 143
카나, 52, 167
아자, 54, 169
카가, 92, 167
다파, 43, 185
바카, 42, 154
사사, 45, 143
하하, 80, 188
가자, 63, 168
타하, 56, 193
마다, 66, 163
라나, 42, 197
나다, 78, 169
나나, 75, 174
다나, 81, 155
차사, 93, 148
하사, 78, 181
바자, 69, 160
나나, 70, 154
차바, 94, 199
차마, 43, 165
사라, 75, 196
하가, 65, 159
마사, 73, 191
다자, 60, 142
하파, 64, 198
카하, 56, 171
차다, 41, 170
사마, 50, 166
마자, 67, 198
하하, 42, 197
바사, 97, 199
자차, 91, 142
마가, 82, 149
나자, 70, 170
사차, 47, 179
나카, 79, 175
마바, 44, 193
마마, 54, 142
타가, 95, 176
라바, 95, 148
아카, 96, 158
아다, 61, 172
차바, 83, 194
나사, 59, 164
바마, 83, 176
나가, 48, 142
자다, 84, 172
파바, 89, 159
다타, 90, 173
파라, 92, 194
하자, 82, 170
자아, 59, 160
파마, 68, 198
사파, 98, 197
파사, 65, 178
파나, 48, 197
가바, 72, 167
다타, 69, 183
자바, 45, 185
나바, 48, 179
사마, 79, 187
나바, 54, 198
마파, 78, 142
차바, 68, 182
나하, 57, 179
아다, 56, 141
카마, 46, 185
바차, 76, 170
라다, 40, 176
가바, 63, 164
카아, 71, 194
파바, 63, 150
나차, 84, 189
하차, 54, 145
타차, 45, 174
자하, 77, 147
하자, 99, 175
사가, 51, 164
나타, 76, 168
마나, 64, 181
타다, 72, 160
사다, 59, 157
아하, 79, 172
사사, 68, 145
차사, 62, 185
하파, 53, 173
라차, 81, 192
타카, 80, 183
가아, 92, 180
파하, 58, 180
가가, 62, 144
차마, 49, 157
나차, 75, 198
나파, 55, 175
가바, 54, 145
하하, 75, 161
하다, 67, 151
자라, 58, 193
하라, 99, 169
바파, 99, 166
마사, 95, 199
하하, 69, 194
다자, 44, 188
다나, 53, 190
가하, 69, 196
사차, 51, 161
바하, 68, 173
바다, 75, 181
하가, 84, 149
라파, 58, 189
차가, 67, 182
마카, 43, 143
바마, 65, 150
타바, 43, 180
하가, 74, 153
가차, 97, 178
다타, 68, 169
파하, 97, 144
카나, 82, 158
가라, 70, 177
카가, 90, 198
아라, 53, 140
차타, 58, 145
차사, 46, 141
카가, 62, 168
타바, 72, 167
다라, 79, 155
라마, 79, 166
마타, 93, 178
바타, 53, 163
마차, 94, 169
가가, 48, 146
다카, 97, 183
아아, 90, 174
차자, 91, 172
카마, 73, 170
다파, 51, 176
자나, 83, 187
파다, 93, 148
나바, 61, 167
다자, 81, 154
차다, 59, 180
하차, 77, 194
차다, 61, 183
라나, 56, 147
바자, 97, 162
차마, 53, 185
나가, 82, 163
아다, 71, 153
라가, 43, 188
가아, 76, 189
나차, 87, 165
타자, 83, 165
자하, 83, 175
마차, 81, 144
자타, 50, 175
바하, 51, 197
라사, 55, 198
사다, 70, 177
파카, 99, 185
마자, 63, 141
아바, 44, 183
자다, 77, 142
자카, 58, 196
아파, 69, 140
다아, 85, 175
라타, 81, 196
하카, 61, 154
아차, 93, 145
나카, 92, 199
바나, 83, 179
마사, 59, 183
라카, 64, 168
차아, 79, 194
사사, 96, 140
사바, 95, 188
아가, 68, 147
카차, 51, 159
나아, 70, 143
가하, 99, 145
파파, 88, 156
타카, 53, 183
마라, 46, 149
하타, 41, 174
자자, 54, 157
아라, 94, 185
가차, 54, 165
바타, 66, 165
다아, 66, 145
마가, 58, 142
타하, 44, 182
자사, 45, 196
하하, 43, 197
라사, 86, 160
아아, 72, 156
가바, 84, 140
사다, 95, 160
나나, 85, 180
자자, 82, 196
바나, 80, 147
차마, 54, 160
사카, 98, 199
카하, 64, 184
나라, 55, 162
마파, 77, 144
카자, 63, 196
차아, 70, 199
자가, 95, 198
하다, 43, 152
가바, 54, 185
라자, 59, 143
다가, 54, 192
바다, 95, 161
아바, 42, 166
사나, 84, 192
바가, 95, 192
다카, 95, 164
사다, 88, 143
하가, 51, 172
바타, 89, 170
카라, 68, 177
아카, 84, 148
마라, 44, 183
타카, 89, 179
라가, 84, 154
나아, 71, 194
바차, 65, 176
다파, 85, 182
가가, 50, 199
차마, 59, 165
하나, 51, 141
라카, 89, 158
사다, 49, 153
카하, 58, 143
타하, 47, 197
마하, 87, 163
다자, 73, 197
라카, 86, 191
아나, 83, 178
자바, 88, 193
바마, 75, 165
타라, 81, 158
아타, 65, 167
하파, 46, 141
가카, 93, 155
차파, 75, 195
라다, 52, 188
자아, 52, 196
라하, 85, 167
카하, 73, 193
사라, 71, 177
타사, 50, 199
파파, 68, 156
나타, 64, 181
바라, 55, 147
마파, 78, 192
차타, 97, 151
타자, 62, 177
다바, 42, 172
마라, 80, 169
라자, 95, 140
자하, 83, 191
가자, 68, 152
파바, 58, 140
파바, 58, 149
타나, 66, 152
다가, 49, 169
나아, 49, 144
다바, 57, 170
자다, 91, 168
마차, 87, 162
차다, 68, 181
가차, 56, 167
하타, 93, 160
하라, 79, 143
아파, 52, 155
자다, 52, 172
라타, 62, 163
차바, 72, 157
파사, 84, 140
차아, 43, 159
타하, 56, 185
사파, 83, 176
다바, 53, 191
가카, 51, 184
사타, 43, 175
다사, 66, 158
라나, 74, 145
바차, 76, 197
차타, 47, 143
마가, 81, 153
라타, 58, 189
차사, 48, 148
자나, 81, 170
타라, 52, 152
타아, 41, 147
자바, 60, 180
라다, 71, 148
가나, 46, 173
바마, 70, 161
마바, 56, 145
차하, 63, 178
타사, 54, 196
파파, 59, 143
카가, 80, 144
하다, 60, 177
파다, 66, 193
파타, 81, 149
가차, 44, 189
하라, 96, 141
사라, 80, 153
자다, 81, 179
나파, 60, 188
사사, 73, 154
마타, 49, 194
다나, 66, 160
파카, 79, 175
하다, 66, 187
파타, 86, 161
자카, 80, 162
카자, 62, 148
아파, 80, 158
바아, 88, 171
카자, 88, 145
파사, 92, 181
나카, 84, 162
다차, 68, 144
파차, 72, 183
라다, 63, 197
카다, 93, 170
아가, 45, 199
자다, 65, 188
다가, 42, 160
나나, 69, 150
자바, 71, 185
나자, 75, 158
나카, 57, 140
라바, 78, 155
나라, 43, 147
마마, 93, 154
타타, 49, 159
라자, 50, 179
바가, 66, 194
아차, 53, 197
가타, 94, 170
가가, 68, 176
자가, 63, 157
라바, 65, 149
아라, 53, 168
파다, 83, 150
라가, 73, 191
타다, 57, 155
아가, 87, 148
하가, 47, 179
타나, 94, 166
파바, 92, 197
